timestamp,open,high,low,close,volume
1755662400000,294.3913439553484,294.4212342322375,280.85050119502444,290.11688232421875,23600500
1755748800000,289.0108789806071,291.33246862703726,285.1349645410327,288.55255126953125,14946300
1755835200000,290.69478342484456,299.0046152301817,287.96470332966777,292.9366455078125,16301300
1756094400000,291.75095503189794,297.3207333311449,290.65492745798497,293.16583251953125,15124700
1756180800000,293.28536321522665,299.16401725639395,292.9266494976974,296.93212890625,25689100
1756267200000,296.4538686779001,300.0906609869209,292.71743197537194,299.1640319824219,13830300
1756353600000,301.8343179592494,309.87513668147704,301.23648203212196,307.53363037109375,18907100
1756440000000,305.899592885595,305.899592885595,292.59787208762094,296.31439208984375,21610700
1756785600000,288.29351151701366,297.62961723838333,286.1313770004628,297.16131591796875,19693000
1756872000000,301.1966507762421,303.3488418851159,295.3279398199263,301.2962951660156,18529400
1756958400000,303.9566424105166,307.66318895826834,301.15680818142255,304.9928894042969,31220800
1757044800000,354.49316800977635,355.05114009731574,330.22129098021907,333.6787414550781,78401600
1757304000000,341.51030589623633,352.8890142231355,340.01573125336444,344.3998107910156,43535600
1757390400000,348.28572108973026,349.7105721166718,334.6153429310139,335.45233154296875,26972300
1757476800000,350.2485738163371,371.62100331867055,349.28208100008317,368.2333068847656,51086800
1757563200000,369.83746663296483,372.87645329015277,357.4624057305602,358.3292541503906,29430900
1757649600000,361.5974031029108,363.0720610727096,355.86820014112755,358.5683898925781,31949800
1757908800000,358.56839427416327,364.17803619479184,355.05116302049885,362.77313232421875,21792200
1757995200000,364.1082902639173,364.3673596153967,355.6988139747332,358.69793701171875,21306500
1758081600000,357.5520681711368,358.62814849980543,340.26481594992777,344.9179382324219,45197100
1758168000000,348.73409712551546,349.43157748264656,342.54656637339025,344.1009216308594,24663900
1758254400000,343.4034232046415,345.01755893268125,335.21315305253,343.6923828125,41240100
1758513600000,341.7760380534867,346.007961438887,337.2946225641125,338.14300537109375,28660000
1758600000000,339.59022979989425,344.56073039886326,336.3763778545622,338.292724609375,21944100
1758686400000,339.1111706417358,339.43053638920253,333.17252116309095,338.6620178222656,19677300
1758772800000,332.3540534519229,337.41437819036025,326.67491764900683,335.4581298828125,21678200
1758859200000,336.78559955059944,338.4324424387367,329.9486749660252,333.8911437988281,15464700
1759118400000,335.3583412434885,340.3986850814345,326.92446601361576,327.2738037109375,21336000
1759204800000,329.4895586921265,330.41777534323023,323.99007149680943,329.27996826171875,20109500
1759291200000,327.52331274107087,337.3046155650654,323.88028938377545,332.7533264160156,21122700
1759377600000,346.94613279826723,346.94613279826723,334.6097520846038,337.5341491699219,19917600
1759464000000,340.84781268590405,343.7422682537494,335.0988032286194,337.7237854003906,14749100
1759723200000,335.2785061762593,343.47281899105866,333.9210875326703,334.84930419921875,18465700
1759809600000,336.38635869437076,337.4642827717498,325.9563033065211,335.7675476074219,18086700
1759896000000,333.18249269889185,345.8782018261481,331.9847722218821,344.8401794433594,21478300
1759982400000,345.0897008256517,346.6467191648675,339.74991194444385,344.361083984375,17643700
1760068800000,344.73040346364303,349.9304450982553,323.4311308853702,324.0100402832031,28941000
1760328000000,352.0962810574937,358.6936733463407,342.8639463884139,356.018798828125,45984300
1760414400000,349.46135044654557,350.00032771992784,339.0013534714144,343.4728088378906,22078000
1760500800000,353.7930450422342,358.7136225658441,346.8363549208457,350.6590270996094,23918500
1760587200000,356.1185964559741,362.5463002369994,348.822559012796,353.4736633300781,20317200
1760673600000,348.9423363810571,350.29975503263256,340.1292124033727,348.6628723144531,20937900
1760932800000,353.12431765989385,355.9089979812152,347.17570830871205,348.5730285644531,15640200
1761019200000,349.3315941537989,350.4294995415704,340.6581872793508,342.005615234375,16092600
1761105600000,346.6367480474716,347.3454140892065,334.8692853737159,339.6501159667969,19268800
1761192000000,339.7499215564238,345.9081519197073,339.7499215564238,343.63250732421875,12859200
1761278400000,351.8368035037162,357.615724116075,350.2099115239806,353.4537048339844,16143700
1761537600000,360.84957620143024,362.05725693787093,354.4018909218209,361.35858154296875,20065800
1761624000000,361.9274807904839,373.3456356622722,361.8376563232959,372.2577209472656,21056000
